"","MESSAGE_BODY","MESSAGE_FAVORITES_COUNT","MESSAGE_POSTED_TIME","MESSAGE_RETWEET_COUNT","MESSAGE_ACTION","USER_GENDER","USER_FOLLOWERS_COUNT","USER_SCREEN_NAME","USER_CITY","X10"
"679","RT @DeSalesMedia: .@FDNY FF Thomas Callahan En Co 219. 'We will never forget the selflessness that saved thousands of lives that day."" http<U+0089><db>_","0","13:56.0","3","share","male","606","StJoseph_BK","NEW YORK CITY",NA
"680",".@DavidBisono it is our pleasure to help you do God's work on @NETnyTV @DeSalesMedia! The show looks fantastic! https://t.co/owEFQ2xFLc","0","16:07.0","0","post","male","609","StJoseph_BK","NEW YORK CITY",NA
"681","With the help @DeSalesMedia @ctnbrooklyn @Mathletics3PL was able to do a class launch on 11/16/16 @mhrcaparents<U+0089><db>_ https://t.co/4Wyh9CrdnO","0","45:02.0","0","post","female","18","Mathletics_NY","York",NA
"682","RT @CFBQ: Join us at the #BishopsChristmasLuncheon on Weds., 12/7 @russosonthebay! Call 718-965-7375 ext. 1628 to RSVP. @DeSalesMedia @Broo<U+0089><db>_","0","16:11.0","1","share","unknown","1609","BrooklynDiocese","Brooklyn",NA
"683","RT @Saintjamesbklyn: #PutHimOnYourList @DeSalesMedia https://t.co/86csPp0SZo","0","05:32.0","3","share",NA,"1325","NETnyTV","Brooklyn",NA
"684","RT @NETnyTV: .@StJoseph_BK for the Feast of #OurLadyofGuadalupe LIVE on https://t.co/jdkMrDPdC4 @BrooklynDiocese @DeSalesMedia https://t.co<U+0089><db>_","0","22:43.0","2","share","unknown","1315","DeSalesMedia","Brooklyn",NA
"685","RT @DeSalesMedia: .@BpDiMarzio speaks with @CBSNews NY at Grand Army Plaza about the importance of the Christmas Tree Lighting! #PutHimOnYo<U+0089><db>_","0","33:47.0","2","share","unknown","1010","dobpress","Brooklyn",NA
"686","RT @DeSalesMedia: In honor of Det. Steven McDonald, read about his visit to St. Patrick Catholic Academy in Bay Ridge last fall. https://t.<U+0089><db>_","0","37:18.0","7","share","unknown","456","GanjasmokerCb",NA,NA
"687","Dios Nunca Duerme visita ""La Pata de Josue"" en Argentina! @DeSalesMedia #teamhope #argentina http://t.co/OfmVnHaXx7 http://t.co/dRDyv4Bnvt","0","11:10.0","0","post","male","3962","DavidBisono","Brooklyn",NA
"688","@currentsny reporters in the house!! #WCDnyc @aderkon @MichelleCPowers  @DeSalesMedia http://t.co/MFM0PtxjaI","1","39:57.0","3","post","female","34","katie_lynn_rose","NEW YORK CITY",NA
"689","#wcdnyc @DeSalesMedia @TabletNewspaper More needs to be done to promote intact family unit &amp; family life. Must be more than just talk","0","45:56.0","1","post","male","33","DeMedievalist","NEW YORK CITY",NA
"690","RT @DeMedievalist: #WCDnyc @DeSalesMedia @gallicho We have come along way since JFK had to ""pinky swear"" not to take orders from the Pope.","0","46:13.0","3","share","unknown","597","DeSalesMedia","Brooklyn",NA
"691","RT @DeMedievalist: #WCDnyc @DeSalesMedia @gallicho We have come along way since JFK had to ""pinky swear"" not to take orders from the Pope.","0","45:07.0","3","share","female","956","christinemohan","New York City",NA
"692","Looking forward to @DeSalesMedia #WorldCommunicationsDay Wednesday. Always an excellent day.","2","27:29.0","1","post","unknown","668","NotoriousNJV","NEW YORK CITY",NA
"693","RT @stjohnsCampMin: Check out these @famvin Vincentians! NET TV - Wake Up the World - Vincentian Priests (Ep 5) https://t.co/VPttt7J2Ek @desalesmedia @netnytv","0","35:25.0","2","share","unknown","444","vinformation1",NA,NA
"694","Check out these @famvin Vincentians! NET TV - Wake Up the World - Vincentian Priests (Ep 5) https://t.co/VPttt7J2Ek @desalesmedia @netnytv","1","10:33.0","2","post","unknown","853","stjohnsCampMin",NA,NA
"695","RT @DeSalesMedia: Come and show your support for the #EducationTaxCredit today outside Cathy Nolan's offices in Ridgewood and Sunnyside at 3:30 PM!","0","15:49.0","5","share","unknown","2804","NYSCatholicConf","Albany",NA
"696","RT @DeSalesMedia: A number of labor unions have shown support for #EducationTaxCredit! http://t.co/PjxYXT2ua1 Show yours by emailing your assembly member!","0","15:58.0","5","share","unknown","2804","NYSCatholicConf","Albany",NA
"697","@DeSalesMedia #beachtowel made it's way down South for #summervacation Great day at @follybeach_com @TabletNewspaper http://t.co/RqS6Td8oIm","0","06:33.0","0","post","female","66","berlykim22",NA,NA
"698","RT @stjohnsCampMin: It was a great weekend! Thanks for the article @BrooklynDiocese @desalesmedia @tabletnewspaper http://t.co/HitheObRMh #SteubieNYC","0","57:56.0","2","share","male","572","Joey_aka_Nino",NA,NA
"699","Our communications arm @DeSalesMedia will welcome Pope Francis to NYC with 225-foot tall billboard. Info: http://t.co/5eE0SwDO1G #PopeInUSA","10","56:41.0","15","post","unknown","415","BrooklynDiocese","NEW YORK CITY",NA
"700","RT @DeMedievalist: Father Joe Chaplain of  @PANYNJ + Edward Mangano @NassauCountyNY for #PopeinNYC departure @DeSalesMedia http://t.co/3VZhgUQqje","0","33:31.0","1","share","unknown","34570","PANYNJ",NA,NA
"701","@Pontifex has left the airport. Be sure to follow us @NETnyTV @DeSalesMedia @NuestraVozDOB @currentsny #PopeInDC #PopeInUSA #PapaEnUSA","0","26:47.0","0","post","female","418","nbisbal","Brooklyn",NA
"702","Didn't get tickets for the #PapalMass? Here is your #PopeInUSA #LIVECoverage: http://t.co/ghNiUhavDr @desalesmedia @TabletNewspaper","2","05:38.0","6","post","unknown","802","futuresinedu","NEW YORK CITY",NA
"703","RT @DeMedievalist: PRESS for #PopeFrancis' departure from JFK on the move! @DeSalesMedia http://t.co/ka1et2J4S8 #PopeinNYC #PopeInPhilly http://t.co/7ssiCjLE8M","0","56:06.0","2","share","unknown","209","NuestraVozDOB","NEW YORK CITY",NA
"704","RT @DeSalesMedia: Here are the representatives of the World's Religions at the @Sept11Memorial #PopeInUSA #PopeInNYC http://t.co/4zskVkCWxC","0","51:32.0","2","share","unknown","685","togoforth",NA,NA
"705","RT @SFBK_SWA: Our student athletes helping @desalesmedia in making sandwiches &amp; loading vans for the #popeinusa! #TerrierPride http://t.co/mIFcKFYjln","0","42:41.0","9","share","unknown","192","SFBKTSN","Brooklyn",NA
"706","RT @DeSalesMedia: #PopeFrancis has arrived at Our Lady, Queen of Angels school in Harlem! #PopeInNYC #PopeInUSA http://t.co/gOjoFh1zYX","0","32:29.0","2","share","female","3734","divinetechygirl","New York City",NA
"707","RT @DeSalesMedia: The first reading, Numbers 11:25-29 is being read in Spanish @NuestraVozDOB #PopeInPhilly http://t.co/9I103RmNaY #PopeInUSA #PapaEnUSA","0","38:44.0","5","share","female","1289","RealAlexmom",NA,NA
"708","RT @frgelfant: @DeSalesMedia Louie thanks you too! http://t.co/qSQuEL5OQi","0","40:25.0","1","share","male","217","StFinbarBklyn","Brooklyn",NA
"709","RT @DeSalesMedia: The 5th Academy Network site is now live! Go to http://t.co/NvbV0x8hHt to check out @StRoseRockaway in Queens! http://t.co/XVXfhnIiOe","0","08:45.0","2","share","male","323","StJoseph_BK","NEW YORK CITY",NA
"710","Check out our new bilingual prayer site #PrayForMe by @DeSalesMedia. Come and join our community of prayer! + info: https://t.co/N7zC7lfHIW","1","37:42.0","1","post","unknown","698","BrooklynDiocese","NEW YORK CITY",NA
"711","RT @DeSalesMedia: The Dickens Carolers warming up before the #Christmas Tree Lighting at @StJoseph_BK! Come on down at 5PM to hear it! https://t.co/k8dr073KLe","0","11:30.0","1","share","female","205","MariaPiaNegro",NA,NA
"712","RT @TabletNewspaper: UPDATE: Due to inclement weather some buses scheduled to go to the March for Life have been cancelled https://t.co/1rt<U+0089><db>_","0","58:38.0","5","share","unknown","922","NETnyTV","Brooklyn",NA
"713","RT @TabletNewspaper: At Children<U+0089><U+06EA>s Hospital, @Pontifex Prescribes <U+0089><db><f7>Kindness Therapy<U+0089><U+06EA> https://t.co/RScWZAZ6Pv #PopeInMexico @DeSalesMedia ht<U+0089><db>_","0","32:56.0","2","share","unknown","1308","vaticonnections",NA,NA
"714","RT @DeSalesMedia: #PopeFrancis: ""We need legislation that protects each home and person so that they can grow"" #PopeInMexico https://t.co/E<U+0089><db>_","0","02:17.0","3","share","male","422","StJoseph_BK","NEW YORK CITY",NA
"715","RT @austeni: El santo pueblo fiel juarense de Dios esperando al Papa #PapaenCDJ @NETnyTV @DeSalesMedia https://t.co/Y6DUaayJ9q","0","32:12.0","4","share","unknown","1103","TabletNewspaper","NEW YORK CITY",NA
"716","ICYMI: Pope Appeals Heart, Soul In Mexico https://t.co/jvqkCVpreX article by @austeni #PopeInMexico  @DeSalesMedia https://t.co/ZZHabU8GU2","0","40:07.0","0","post","unknown","1110","TabletNewspaper","NEW YORK CITY",NA
"717","RT @StFinbarBklyn: Among those to be baptized tonight, an award winning anchor/news reporter for a major NY network. #RCIA @DeSalesMedia @c<U+0089><db>_","0","20:49.0","1","share","male","224","frgelfant","NEW YORK CITY",NA
"718","RT @DeSalesMedia: Holy See Communications Secretariat creates new ""DotCatholic"" internet office. https://t.co/6Q5N0RzXfQ  @news_va_en https<U+0089><db>_","0","54:22.0","6","share","female","345","BluebellAmerika",NA,NA
"719","RT @austeni: Compelling case by Msge Harrington of @DeSalesMedia for Church to invest in professional communication https://t.co/nkDD7BVfcY","0","27:04.0","1","share","male","212","paulo_terroso",NA,NA
"720","RT @DeSalesMedia: .@FatherRosica: We are promoters of culture of encounter. We are living sacraments of the embrace between God<U+0089><U+06EA>s riches &amp;<U+0089><db>_","0","26:02.0","2","share","female","461","nbisbal","Brooklyn",NA
"721","RT @DeSalesMedia: .@EWTN Doug Keck: The Catholic church has the whole truth but it can be delivered in many different ways #WCDnyc","0","23:08.0","3","share","unknown","44","swartzmadeline",NA,NA
"722","RT @eliseitaliano: Love this from @jenfulwiler: I see my show's mission as living life alongside of my listeners.#WDCnyc @DeSalesMedia","0","38:24.0","2","share","male","503","MitchBoersma","WASHINGTON",NA
"723","RT @katie_lynn_rose: .@Pontifex had rebranded Catholicism... there is a level of interest I have never seen. -@FatherRosica #WCDnyc @DeSale<U+0089><db>_","0","17:09.0","11","share","male","118","clarkfreaknkent",NA,NA
"724","RT @DeSalesMedia: .@FatherRosica: We have many graces in current Pontificate. The insistence on dialogue is a whole new thing #WCDnyc https<U+0089><db>_","0","39:33.0","1","share","unknown","44","swartzmadeline",NA,NA
"725","RT @DeSalesMedia: .@MikeOLoughlin: 80/20 rule - Convey hope &amp; joy of the world then preach the mission of the Church. #WCDnyc Lead with bea<U+0089><db>_","0","28:10.0","1","share","male","505","StJoseph_BK","NEW YORK CITY",NA
"726","RT @saltandlighttv: #WCDnyc @DeSalesMedia pays video tributes to #MotherAngelica @EWTN and #GaetanoGagliano @saltandlighttv","0","57:07.0","2","share","unknown","1065","DeSalesMedia","Brooklyn",NA
"727","RT @DeSalesMedia: @MorningAirShow on Social Media in Catholic Media: It's a form of encounter...it's an opportunity to evangelize. #WCDnyc","0","25:48.0","5","share","unknown","1110","NETnyTV","Brooklyn",NA
"728","RT @DeSalesMedia: Doug Keck @EWTN If God wants us to go on we will. If He doesn't, we won't. Opportunities present themselves. #WCDnyc","0","58:28.0","2","share","male","19486","saltandlighttv","Toronto",NA
"729","RT @tonyrossimedia: Congrats to @BrooklynDiocese on outstanding #WCDnyc! Engaging speakers &amp; great networking. And @DeSalesMedia is top not<U+0089><db>_","0","04:37.0","5","share","male","109","DeMedievalist","NEW YORK CITY",NA
"730","@DeSalesMedia its awesome! Thank you! #CMC16","0","36:29.0","0","post","unknown","2460","Diobpt","Bridgeport",NA
"731","RT @berlykim22: #CMC16 #CMC16 friendsponsor @DeSalesMedia @TabletNewspaper @NETnyTV https://t.co/Isf4RKqgqh","0","18:52.0","1","share","unknown","1183","BrooklynDiocese","Brooklyn",NA
"732","@currentsny @NETnyTV @DeSalesMedia #flushing #queens #stmichael #Philippines  https://t.co/4gCVFlj2z4","0","49:31.0","0","post",NA,"800","currentsny","Brooklyn",NA
"733","RT @NETnyTV: .@currentsny @ewilkinson_ed: @DeSalesMedia Vicar @MonsignorH will deliver #RNCinCLE opening prayer tonight 8:00PM https://t.co<U+0089><db>_","0","52:21.0","6","share","male","57","StPatsBrooklyn","Brooklyn",NA
"734","RT @DeSalesMedia: .@BpDiMarzio at #WYDKrakow2016 with @XaverianHS students from @BrooklynDiocese #WYDOB. (photo via @kevmac71) https://t.co<U+0089><db>_","0","37:10.0","6","share","female","307","MichelleCPowers",NA,NA
"735","RT @DeSalesMedia: 3 @BrooklynDiocese #WYD2016 #WYDOB pilgrims share their faith journey on @fox5ny #GDNY WATCH https://t.co/BwnSrc4Boz http<U+0089><db>_","0","05:23.0","8","share","female","296","MariaPiaNegro",NA,NA
"736","RT @TimHarf: Love the new @currentsny microphone flags! @NETnyTV @DeSalesMedia https://t.co/5Hd6uj7DUZ","0","17:02.0","4","share","male","598","StJoseph_BK","NEW YORK CITY",NA
"737","RT @DeSalesMedia: Monsignor Sanchez De Toca y Alameda at Vatican's First Global Conference on Faith and Sports being interviewed on @NETnyT<U+0089><db>_","0","12:18.0","3","share","unknown","345","NuestraVozDOB","NEW YORK CITY",NA
"738","RT @DeSalesMedia: Mayor @BilldeBlasio receives honorary membership tonight in the @BrooklynChamber. https://t.co/n02fYah4ag","0","07:19.0","2","share","unknown","7694","BrooklynChamber","Brooklyn",NA
"739","RT @DeSalesMedia: Christmas to-do lists can be long, don't forget the most important 'to-do.' Here's our new video! https://t.co/yhnI9JAf3N<U+0089><db>_","0","27:17.0","10","share","female","11","QueensNYKofC","NEW YORK CITY",NA
"740","RT @DeSalesMedia: St Mel Parish in Flushing, Queens is the 46th Parish to join the Parish Network! https://t.co/THwN9BMRry https://t.co/9Ux<U+0089><db>_","0","54:16.0","2","share","male","715","StJoseph_BK","Brooklyn",NA
"741","She reconnects with her catholic faith. God is doing amazing things! Here is her testimony! @DeSalesMedia #lentatnet http://t.co/bTYoTLnSvE","0","44:58.0","0","post","male","4424","jovenesdevalor","NEW YORK CITY",NA
"742","Hoy @DiosNuncaDuerme visita Ecuador. <e5><c1>Prep<cc><c1>rate para llorar,re<cc>_r y saltar! 

http://t.co/464wJpVLmG

@DeSalesMedia http://t.co/LNzTZFkVTc","0","25:43.0","0","post","male","4487","jovenesdevalor","NEW YORK CITY",NA
"743","RT @DeSalesMedia: Holy Trinity parish made it out too! #BCYD #brooklyncatholic @ChrisStefanick @roopabhopale http://t.co/Nk46Z2ZUAh","0","16:37.0","1","share","male","202","StJoseph_BK","NEW YORK CITY",NA
"744","RT @DeSalesMedia: Congratulations to Most Holy Redeemer CA for winning CTN Anniversary Media Room! And Happy Birthday to @ctnbrooklyn! http<U+0089><db>_","0","31:02.0","2","share","female","105","berlykim22",NA,NA
"745","RT @DeSalesMedia: This weekend, nearly 3000 young people attended #BCYD events, representing 60 parishes and 12 Catholic high schools! http<U+0089><db>_","0","48:47.0","2","share","unknown","1077","BrooklynDiocese","Brooklyn",NA
"746","RT @DeSalesMedia: @MorningAirShow ""We have to find the Good News in the Community"". #WCDnyc","0","05:18.0","1","share","female","1216","MaryDTP",NA,NA
"747","RT @DeSalesMedia: .@FatherRosica #PopeFrancis is a living witness to what happens when communications and mercy meet. #WCDnyc","0","49:10.0","4","share","male","503","StJoseph_BK","NEW YORK CITY",NA
"748","#WCDnyc Currents Anchor Liz Faublas introduces the Evolution of Catholic Media panel. @DeSalesMedia @AnchorLiz https://t.co/oywkEBk2qv","0","59:09.0","0","post","male","1070","schillermatt",NA,NA
"749","RT @TheAnchoress: Great day in @BrooklynDiocese as @DeSalesMedia &amp; team @MonsignorH hosted World Day of Communication conference. Thanks fo<U+0089><db>_","0","59:30.0","7","share","male","507","StJoseph_BK","NEW YORK CITY",NA
"750","RT @DeSalesMedia: .@AnchorLiz: Let's spread the word. Catholic press is cool, I don't care what anyone says! #WCDnyc https://t.co/D0wRLJ8uaO","0","46:46.0","4","share","male","502","StJoseph_BK","NEW YORK CITY",NA
"751","RT @DeSalesMedia: .@FatherRosica We are called to promote a culture of dialogue by every possible means and thus to rebuild the fabric of s<U+0089><db>_","0","51:07.0","5","share","unknown","82","SkudraPeteris","Riga",NA
"752","RT @berlykim22: Pope Francis reading the award winning @TabletNewspaper @CatholicPress #cmc16 @DeSalesMedia https://t.co/EVzDpMnknc","0","05:54.0","8","share","unknown","825","CFBQ","Brooklyn",NA
"753","RT @DeSalesMedia: .@BPEricAdams : the people need the police and the police are here to serve the community. https://t.co/eOxUD6FJtX","0","22:08.0","5","share","unknown","82","GraceCarrubba",NA,NA
"754","RT @DeSalesMedia: DT describing undocumented immigrant who killed an American citizen: <U+0089><db><cf>One more child to sacrifice on the altar of open bo<U+0089><db>_","0","57:41.0","1","share","male","552","StJoseph_BK","NEW YORK CITY",NA
"755","RT @DeSalesMedia: Stay with @NETnyTV for coverage of the #DNC all week w/ @currentsny (daily at 730PM) and In The Arena (Sun. 8PM)! https:/<U+0089><db>_","0","38:09.0","1","share","male","553","StJoseph_BK","NEW YORK CITY",NA
"756","RT @DeSalesMedia: Let the flame of love wrap around our world","so there will be no more violence and injustice."" #WYDOB #WYD2016 https://t<U+0089><db>_""","http://twitter.com/StJoseph_BK/statuses/757978221858226176","37:45.0","en","id:twitter.com:853849526","234","40:02.0","Est. 1851, St. Joseph's Co-Cathedral in the Diocese of Brooklyn, NY is located at 856 Pacific St., 11238. We are at the center of the largest US urban diocese.",NA
"757","RT @NETnyTV: .@DeSalesMedia highlights from today's Mass with #PopeFrancis at the Jasna Gora Monastery. #WYD2016 #WYDKrakow2016 https://t.c<U+0089><db>_","0","20:48.0","8","share","female","289","MariaPiaNegro",NA,NA
"758","RT @DeSalesMedia: USA was definitely present in #Krakow2016! Here's a pic from Instagram's #WYDOB courtesy of ajsantagata #WYD2016 https://<U+0089><db>_","0","30:35.0","3","share","male","564","StJoseph_BK","NEW YORK CITY",NA
"759","RT @DeSalesMedia: Sign up for free Catholic Headlines w/ news from Brooklyn, Queens, the Vatican &amp; the world! https://t.co/NZ0Tr0xxbx https<U+0089><db>_","0","20:16.0","6","share","male","572","StJoseph_BK","NEW YORK CITY",NA
"760","RT @DeSalesMedia: Our friends @SheenCenter will be holding NYC 2016 @justicefilmfest from 9/30-10/1. Visit https://t.co/L7QL2Bhcam for info<U+0089><db>_","0","09:05.0","2","share","male","618","StJoseph_BK","NEW YORK CITY",NA
"761","RT @DeSalesMedia: Check out the 42nd Parish on the Parish Network, St Barbara in Bushwick, Brooklyn! https://t.co/0bjI5dbL8k https://t.co/Z<U+0089><db>_","0","45:04.0","1","share","male","644","StJoseph_BK","NEW YORK CITY",NA
"762","RT @futuresinedu: Check out the @currentsny coverage of the #FuturesDinner! https://t.co/n6gxQh3S1l @BrooklynDiocese @DeSalesMedia #Catholi<U+0089><db>_","0","36:59.0","1","share","female","133","berlykim22",NA,NA
"763","RT @DeSalesMedia: Check out the 37th Academy to join the Academy Network, @AmcaHB in Howard Beach, Queens! https://t.co/yKAQu27QuD https://<U+0089><db>_","0","31:46.0","2","share","male","687","StJoseph_BK","NEW YORK CITY",NA
"764","RT @DeSalesMedia: Congratulations to @currentsny @AnchorLiz Faublas on being honored at the Five Boroughs Community Leaders Recognition Day<U+0089><db>_","0","46:45.0","2","share","unknown","1726","BrooklynDiocese","Brooklyn",NA
"765","Check out a few photos from the @DeSalesMedia #DayofService at Sts. Joachim &amp; Anne Nursing and Rehab Center! http://t.co/66awH1nk0L","0","30:47.0","0","post","unknown","460","DeSalesMedia","Brooklyn",NA
"766","RT @DeSalesMedia: Check out some photos from the set up of the new Media Lab at St. Joseph the Worker @ctnbrooklyn #BrooklynCatholic http://t.co/Ir9jthkNoY","0","05:52.0","1","share","unknown","638","futuresinedu","Brooklyn",NA
"767","RT @DeSalesMedia: Who's ready for #WCDnyc? Only 1 week to go! Register now: http://t.co/SVy9aISbGe http://t.co/15DcXbco4i","0","39:52.0","2","share","unknown","120","BrooklynDiocese","Brooklyn",NA
"768","Up now @DeSalesMedia's #WCDnyc: live taping of #InTheArena w/ @MonsignorH @gallicho @ewilkinson_ed talking @Pontifex http://t.co/h3ZOZjv0Ql","2","40:17.0","4","post","unknown","763","TabletNewspaper","NEW YORK CITY",NA
"769","RT @DeSalesMedia: .@DeMedievalist: Identify the groups in your parish and create content that appeals to them. #WCDnyc","0","17:51.0","2","share","unknown","42","SHSSRC","Brooklyn",NA
"770","And they are off! Witnessing the Gospel of Jesus Christ and the vocation of priesthood @DRVCvocations @DeSalesMedia http://t.co/WVTNERO79T","7","56:35.0","10","post","unknown","63","Bike4Vocations",NA,NA
"771","RT @DeSalesMedia: It's Bishops-elect Mroziewski and Massa LIVE from the press conference at @BrooklynDiocese! @BpDiMarzio http://t.co/i2BvRRLhuE","0","41:41.0","3","share","male","44","DeMedievalist","NEW YORK CITY",NA
"772","#WCDnyc Full reception w/music &amp; food following conference @DeSalesMedia @dobpress @NY_Arch @NuestraVozDOB @austeni http://t.co/8RdNH3l8ox","0","52:32.0","3","post","male","38","DeMedievalist","NEW YORK CITY",NA
"773","RT @DeSalesMedia: Check out some of the shots from the 2nd leg of @Bike4Vocations! Theyre making progress! #BrooklynCatholic http://t.co/MIWPDIXjms","0","05:08.0","1","share","female","464","caitmfitz",NA,NA
"774","Fr. Fitzgerald ask: Are you ready for a Prayer Challenge?   http://t.co/S2ufxm3qJJ  @DRVCvocations @DeSalesMedia  https://t.co/dzdTNSfKlc","0","40:52.0","1","post","unknown","93","Bike4Vocations",NA,NA
"775","RT @Bike4Vocations: To support the team&amp;check out where the next event will be visit http://t.co/GRXSIz0hFS @DRVCvocations @DeSalesMedia http://t.co/YNuSmVvp8H","0","18:15.0","1","share","unknown","607","DeSalesMedia","Brooklyn",NA
"776","RT @berlykim22: Enjoying @BrooklynCyclone game with the boys and Pee Wee! thanks @DeSalesMedia @TabletNewspaper @NETnyTV #popinusa http://t.co/CkdwEMV5EV","0","07:01.0","3","share","male","268","StJoseph_BK","NEW YORK CITY",NA
"777","PHOTOS of #PopeFrancis + @CardinalDolan @Sept11Memorial from @LevienVincent @DeSalesMedia #PopeInUSA #PopeinNYC http://t.co/68iyeHrJgu","0","19:51.0","0","post","unknown","820","NETnyTV","Brooklyn",NA
"778","RT @DeSalesMedia: HAPPENING NOW: Papal Visit Press Event at @TheGarden w/ @CardinalDolan + Fr. Ernest from @sjsdunwoodie #PopeInUSA http://t.co/qkxZWCSQS3","0","36:26.0","3","share","unknown","12590","Crux","Boston",NA
"779","RT @DeMedievalist: This Eve: The billboard welcoming Pope Francis to NYC almost complete! @DeSalesMedia #PopeInUSA #PopeInUS @Pontifex http://t.co/GVtzwef8kt","0","14:34.0","33","share","unknown","693","DeSalesMedia","Brooklyn",NA
"780","RT @TabletNewspaper: NET's Banner Helps NY Greet the Pope http://t.co/WkkordiBJP @NETnyTV @DeSalesMedia #PopeInUSA #PapaEnUSA http://t.co/dJNgKvygIC","0","25:29.0","5","share","unknown","3612","Lunarteddy",NA,NA
"781","RT @DeSalesMedia: Behind the scenes: We are prepping to go live with @Pontifex in CUBA! Time Warner 97, Cablevision 30 #PopeInUS http://t.co/1tvNVLeFTi","0","12:27.0","1","share","unknown","679","NETnyTV","Brooklyn",NA
"782","RT @TabletNewspaper: NET's Banner Helps NY Greet the Pope http://t.co/WkkordiBJP @NETnyTV @DeSalesMedia #PopeInUSA #PapaEnUSA http://t.co/dJNgKvygIC","0","29:03.0","2","share","male","277","StJoseph_BK","NEW YORK CITY",NA
"783","RT @DeSalesMedia: LIVE: ""Bienvendio A Cuba Papa Fancisco"" http://t.co/BAbR4GlPZo #PopeInUSA #PopeInUS @NuestraVozDOB @NETnyTV http://t.co/NtlU4gbW5Q","0","54:28.0","2","share","male","285","StJoseph_BK","NEW YORK CITY",NA
"784",".@BrooklynDiocese Argentinian nuns to present #PopeFrancis w/ departing gifts #PopeinNYC #PopeInPhilly @DeSalesMedia http://t.co/cKXNjixf7Z","24","31:57.0","7","post","unknown","772","dobpress","NEW YORK CITY",NA
"785","RT @DeSalesMedia: @EdWilkinson exclusive @TheTablet photos: Bishop Cisneros, @dlopezcapera @NuestraVozDOB @Artdignam @CMSBQ #PopeInNYC http://t.co/bZEnGXwxtl","0","41:49.0","2","share","unknown","261","dlopezcapera",NA,NA
"786","RT @austeni: Compelling case by Msge Harrington of @DeSalesMedia for Church to invest in professional communication https://t.co/nkDD7BVfcY","0","11:48.0","4","share","unknown","1016","DeSalesMedia","Brooklyn",NA
"787","RT @TimHarf: The @TabletNewspaper's @ewilkinson_ed at the @cshofdouglaston golf outing. @DeSalesMedia https://t.co/fGNR9AspQi","0","31:22.0","2","share","unknown","1019","DeSalesMedia","Brooklyn",NA
"788","Oops! Louie helping to clean out the office! @DeSalesMedia https://t.co/OzEQgCg4bO","0","11:11.0","0","post","male","233","frgelfant","NEW YORK CITY",NA
"789","RT @StFinbarBklyn: Heading-out on pilgrimage to the Cathedral this afternoon! 9 Buses. @TabletNewspaper @DeSalesMedia @PaulaKatinas https:/<U+0089><db>_","0","34:40.0","3","share","unknown","1032","DeSalesMedia","Brooklyn",NA
"790","RT @katie_lynn_rose: Too often Cath blogs, posts etc only show what we are against. -@FatherRosica #WCDnyc @DeSalesMedia","0","42:18.0","2","share","unknown","1109","NETnyTV","Brooklyn",NA
"791","RT @DeSalesMedia: .@MonsignorH and our award winner @FatherRosica together! https://t.co/yM2K3doIkV","0","40:31.0","1","share","male","501","StJoseph_BK","NEW YORK CITY",NA
"792","@SyrDiocese @DeSalesMedia The livestream will be on https://t.co/DUsQfCH09L! We wouldn't want you to miss it!","0","57:45.0","0","post","unknown","1108","NETnyTV","Brooklyn",NA
"793","RT @DeSalesMedia: .@FatherRosica: The key to success with Catholic broadcasting is committed lay people and young adults #WCDnyc","0","15:36.0","1","share","female","1217","MaryDTP",NA,NA
"794","RT @DeSalesMedia: .@AleteiaForHer says not to be afraid about speaking on pop culture &amp; be able to look at the positives, not just the nega<U+0089><db>_","0","32:10.0","2","share","male","106","DeMedievalist","NEW YORK CITY",NA
"795","RT @berlykim22: @citymuseum @DeSalesMedia enjoying some fun down time #CMC16 @CatholicPress #stlouis2016 @TabletNewspaper @NETnyTV https://<U+0089><db>_","0","04:49.0","3","share","male","117","DeMedievalist","NEW YORK CITY",NA
"796","RT @DeMedievalist: Now this is a great view to get some work done while at #CMC16 @DeSalesMedia @BrooklynDiocese #stl #Catholic https://t.c<U+0089><db>_","0","58:36.0","5","share","male","529","StJoseph_BK","NEW YORK CITY",NA
"797","RT @DeSalesMedia: Congrats to @Crux for the new website design! It looks great! https://t.co/Suww0Ewv2R https://t.co/JVbMvNCa0e","0","40:24.0","9","share","unknown","7755","archbalt","Baltimore",NA
"798","Catherine Laboure Special Education by Robert M Longo ... https://t.co/dLoig8J0C9 via @DeSalesMedia https://t.co/LtzEhyfmAD","0","09:17.0","0","post","unknown","1050","SpecialEducNews",NA,NA
"799","RT @DeSalesMedia: Join us &amp; #PrayforIstanbul + victims of terrorism w/ @BrooklynDiocese Sister Servants at https://t.co/f0tDMEK6L5 https://<U+0089><db>_","0","55:02.0","6","share","male","428","JohnHarperTalk",NA,NA
"800","RT @DeSalesMedia: 22nd addition to the Academy Network is St. Helen Catholic Academy in Howard Beach, Queens! https://t.co/YUAN2M24nl https<U+0089><db>_","0","08:18.0","6","share","unknown","1302","BrooklynDiocese","Brooklyn",NA
"801","RT @DeSalesMedia: @MonsignorH of @BrooklynDiocese, CEO of @DeSalesMedia, @TabletNewspaper and @NETnyTV gives invocation at #RNC2016 https:/<U+0089><db>_","0","59:51.0","5","share","male","552","StJoseph_BK","NEW YORK CITY",NA
